age,work class,education,education num,marital status,occupation,relationship,race,sex,hours per week,native country (region),label
51, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
62, Local-gov, Bachelors,13, Widowed, Prof-specialty, Not-in-family, White, Female,48, United-States, <=50K
55, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
43, Private, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
40, Local-gov, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,50, United-States, <=50K
37, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K
39, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
31, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,18, United-States, <=50K
61, Private, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,40, United-States, >50K
26, Private, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,55, United-States, <=50K
46, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K
26, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
48, State-gov, Doctorate,16, Divorced, Prof-specialty, Own-child, White, Male,50, United-States, >50K
34, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,40, United-States, <=50K
34, Local-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
59, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, >50K
34, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,40, United-States, <=50K
49, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,56, United-States, >50K
18, Private, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,20, United-States, <=50K
43, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, Mexico, <=50K
48, Private, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, <=50K
28, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,70, United-States, <=50K
33, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
24, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,15, United-States, <=50K
21, Private, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
17, Private, 11th,7, Never-married, Sales, Own-child, White, Male,28, United-States, <=50K
39, Private, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States, >50K
29, Self-emp-not-inc, Bachelors,13, Separated, Prof-specialty, Own-child, White, Male,40, United-States, <=50K
44, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
24, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,50, United-States, <=50K
71, Self-emp-not-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, >50K
51, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,40, China, >50K
55, Private, 5th-6th,3, Divorced, Other-service, Unmarried, Black, Male,25, United-States, <=50K
41, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
23, Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,7, United-States, <=50K
38, Private, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
39, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, >50K
19, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,30, United-States, <=50K
49, Private, 9th,5, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States, <=50K
32, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,40, Philippines, >50K
27, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,70, United-States, <=50K
38, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
33, Private, Some-college,10, Married-civ-spouse, Craft-repair, Wife, White, Female,60, United-States, <=50K
63, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,15, United-States, <=50K
23, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,28, United-States, <=50K
33, Self-emp-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,60, ?, <=50K
54, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,40, United-States, <=50K
29, Private, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,45, United-States, <=50K
48, ?, Some-college,10, Divorced, ?, Unmarried, Black, Female,30, United-States, <=50K
35, Self-emp-not-inc, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
28, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,40, India, <=50K
37, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K
42, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Farming-fishing, Husband, White, Male,65, United-States, >50K
40, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K
47, Private, Some-college,10, Divorced, Sales, Own-child, White, Male,55, United-States, <=50K
22, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,50, United-States, <=50K
30, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K
28, Private, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K
63, Local-gov, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,55, United-States, <=50K
51, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,20, United-States, <=50K
22, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,40, United-States, <=50K
27, ?, Assoc-acdm,12, Married-civ-spouse, ?, Own-child, Amer-Indian-Eskimo, Male,40, United-States, <=50K
35, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,45, United-States, <=50K
46, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,38, United-States, <=50K
37, Private, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,52, United-States, <=50K
24, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Male,15, United-States, <=50K
37, Self-emp-not-inc, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Male,10, United-States, <=50K
53, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K
27, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,30, United-States, <=50K
38, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,44, United-States, <=50K
53, Self-emp-not-inc, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, <=50K
34, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K
23, Private, HS-grad,9, Never-married, Sales, Own-child, Black, Male,40, United-States, <=50K
39, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K
43, Private, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,50, South, <=50K
67, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,40, United-States, >50K
81, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,30, United-States, <=50K
21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,20, United-States, <=50K
23, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,25, United-States, <=50K
25, Private, Some-college,10, Never-married, Transport-moving, Unmarried, White, Male,40, United-States, <=50K
42, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,38, Mexico, <=50K
38, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,40, United-States, <=50K
64, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,5, United-States, <=50K
32, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
37, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
51, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
22, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,42, United-States, <=50K
33, Private, 1st-4th,2, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Female,40, Guatemala, <=50K
42, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,55, United-States, <=50K
19, ?, Some-college,10, Never-married, ?, Own-child, White, Female,10, United-States, <=50K
51, Local-gov, Preschool,1, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States, <=50K
23, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,40, Mexico, <=50K
37, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,44, United-States, >50K
37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,99, United-States, >50K
47, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,25, United-States, <=50K
41, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,30, United-States, <=50K
31, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,40, United-States, >50K
31, Private, Assoc-acdm,12, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,40, United-States, <=50K
35, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,40, United-States, <=50K
38, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
18, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,45, United-States, <=50K
20, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
54, Local-gov, Some-college,10, Divorced, Exec-managerial, Unmarried, Black, Female,35, United-States, <=50K
40, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
36, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,45, United-States, >50K
43, Private, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,35, United-States, <=50K
44, Self-emp-not-inc, Some-college,10, Divorced, Farming-fishing, Unmarried, White, Male,40, United-States, <=50K
44, State-gov, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States, >50K
43, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,43, United-States, >50K
51, Private, 7th-8th,4, Widowed, Other-service, Unmarried, Black, Female,40, United-States, <=50K
18, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K
51, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, <=50K
41, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,30, ?, <=50K
44, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,70, United-States, >50K
33, Local-gov, 10th,6, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
42, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
25, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, <=50K
32, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,38, United-States, <=50K
32, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,70, Mexico, <=50K
36, Private, 10th,6, Divorced, Exec-managerial, Unmarried, White, Female,40, United-States, <=50K
28, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
20, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,20, United-States, <=50K
35, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,60, United-States, >50K
55, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,20, United-States, <=50K
48, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,40, India, >50K
36, ?, Assoc-voc,11, Widowed, ?, Not-in-family, White, Female,20, United-States, <=50K
34, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States, >50K
28, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,35, United-States, <=50K
67, Private, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Male,40, United-States, >50K
37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
44, Private, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,70, United-States, <=50K
25, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K
21, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, <=50K
40, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, United-States, >50K
78, Private, HS-grad,9, Widowed, Other-service, Not-in-family, Black, Female,40, United-States, <=50K
34, Private, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
49, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,44, United-States, <=50K
22, Private, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
23, ?, HS-grad,9, Never-married, ?, Unmarried, Black, Female,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Unmarried, White, Male,42, United-States, <=50K
45, Local-gov, HS-grad,9, Widowed, Protective-serv, Not-in-family, White, Male,40, United-States, >50K
63, Private, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Female,20, United-States, <=50K
41, Private, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Female,35, United-States, <=50K
47, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
44, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,40, United-States, <=50K
51, Private, Some-college,10, Widowed, Prof-specialty, Not-in-family, White, Female,40, United-States, <=50K
46, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
41, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,30, United-States, <=50K
47, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,50, United-States, >50K
35, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,45, United-States, <=50K
56, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, >50K
45, Private, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,45, United-States, <=50K
48, Federal-gov, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,58, United-States, >50K
40, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
